name,title,province_name,province_price
苹果,一亩田2020-06-16苹果价格行情分布,四川,2.41
苹果,一亩田2020-06-16苹果价格行情分布,湖南,2.15
苹果,一亩田2020-06-16苹果价格行情分布,海南,2.25
苹果,一亩田2020-06-16苹果价格行情分布,云南,15.17
柑桔,一亩田2020-06-16柑桔价格行情分布,广西,2.86
柑桔,一亩田2020-06-16柑桔价格行情分布,黑龙江,2.46
柑桔,一亩田2020-06-16柑桔价格行情分布,甘肃,1.48
柑桔,一亩田2020-06-16柑桔价格行情分布,辽宁,8.02
橙子,一亩田2020-06-16橙子价格行情分布,山东,0.2
橙子,一亩田2020-06-16橙子价格行情分布,新疆,16.66
橙子,一亩田2020-06-16橙子价格行情分布,广东,7.53
橙子,一亩田2020-06-16橙子价格行情分布,广西,2.97
哈密瓜,一亩田2020-06-16哈密瓜价格行情分布,山西,1.08
苹果,一亩田2020-06-16苹果价格行情分布,甘肃,3.55
苹果,一亩田2020-06-16苹果价格行情分布,重庆,1.28
柑桔,一亩田2020-06-16柑桔价格行情分布,吉林,2.46
柑桔,一亩田2020-06-16柑桔价格行情分布,海南,2.07
柑桔,一亩田2020-06-16柑桔价格行情分布,贵州,2.97
酸角,一亩田2020-06-16酸角价格行情分布,云南,8.97
酸角,一亩田2020-06-16酸角价格行情分布,海南,25
蓝靛果,一亩田2020-06-16蓝靛果价格行情分布,黑龙江,30
沙棘果,一亩田2020-06-16沙棘果价格行情分布,甘肃,20
树莓果,一亩田2020-06-16树莓果价格行情分布,浙江,30
树莓果,一亩田2020-06-16树莓果价格行情分布,山东,40
仙人掌果,一亩田2020-06-16仙人掌果价格行情分布,河北,0.9
仙人掌果,一亩田2020-06-16仙人掌果价格行情分布,海南,6.6
仙人掌果,一亩田2020-06-16仙人掌果价格行情分布,湖南,12
拐枣,一亩田2020-06-16拐枣价格行情分布,云南,15
拐枣,一亩田2020-06-16拐枣价格行情分布,广西,19.25
黑莓,一亩田2020-06-16黑莓价格行情分布,山东,0.75
黑莓,一亩田2020-06-16黑莓价格行情分布,江苏,3.46
白刺果,一亩田2020-06-16白刺果价格行情分布,广西,17
橙子,一亩田2020-06-16橙子价格行情分布,青海,1.16
橙子,一亩田2020-06-16橙子价格行情分布,河南,0.78
柑桔,一亩田2020-06-16柑桔价格行情分布,福建,2.92
柑桔,一亩田2020-06-16柑桔价格行情分布,山东,0.86
柑桔,一亩田2020-06-16柑桔价格行情分布,云南,3.74
柑桔,一亩田2020-06-16柑桔价格行情分布,湖南,1.5
酸角,一亩田2020-06-16酸角价格行情分布,河北,16
沙棘果,一亩田2020-06-16沙棘果价格行情分布,河南,16.66
沙棘果,一亩田2020-06-16沙棘果价格行情分布,山西,4
沙棘果,一亩田2020-06-16沙棘果价格行情分布,新疆,70
树莓果,一亩田2020-06-16树莓果价格行情分布,辽宁,30
树莓果,一亩田2020-06-16树莓果价格行情分布,吉林,38
树莓果,一亩田2020-06-16树莓果价格行情分布,江苏,11.9
树莓果,一亩田2020-06-16树莓果价格行情分布,黑龙江,11.24
拐枣,一亩田2020-06-16拐枣价格行情分布,安徽,27
拐枣,一亩田2020-06-16拐枣价格行情分布,河南,7.17
拐枣,一亩田2020-06-16拐枣价格行情分布,陕西,21.58
拐枣,一亩田2020-06-16拐枣价格行情分布,广东,5
黑莓,一亩田2020-06-16黑莓价格行情分布,新疆,5
黑莓,一亩田2020-06-16黑莓价格行情分布,黑龙江,10
橙子,一亩田2020-06-16橙子价格行情分布,辽宁,1.4
橙子,一亩田2020-06-16橙子价格行情分布,重庆,2.17
橙子,一亩田2020-06-16橙子价格行情分布,贵州,3
柑桔,一亩田2020-06-16柑桔价格行情分布,北京,1.27
柑桔,一亩田2020-06-16柑桔价格行情分布,四川,3.7
沙棘果,一亩田2020-06-16沙棘果价格行情分布,黑龙江,6
沙棘果,一亩田2020-06-16沙棘果价格行情分布,云南,20
沙棘果,一亩田2020-06-16沙棘果价格行情分布,安徽,40
拐枣,一亩田2020-06-16拐枣价格行情分布,江西,13
拐枣,一亩田2020-06-16拐枣价格行情分布,湖北,4.45
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,重庆,6.13
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,云南,11.67
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,四川,6.54
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,湖北,9.49
柿子,一亩田2020-06-16柿子价格行情分布,江苏,17.77
蓝莓,一亩田2020-06-16蓝莓价格行情分布,广西,29
蓝莓,一亩田2020-06-16蓝莓价格行情分布,江苏,19.46
草莓,一亩田2020-06-16草莓价格行情分布,黑龙江,10.33
桑葚,一亩田2020-06-16桑葚价格行情分布,江西,15
桑葚,一亩田2020-06-16桑葚价格行情分布,贵州,4.5
圣女果,一亩田2020-06-16圣女果价格行情分布,湖南,3.8
无花果,一亩田2020-06-16无花果价格行情分布,四川,9.35
无花果,一亩田2020-06-16无花果价格行情分布,安徽,21.48
无花果,一亩田2020-06-16无花果价格行情分布,重庆,10
灯笼果,一亩田2020-06-16灯笼果价格行情分布,黑龙江,9.48
灯笼果,一亩田2020-06-16灯笼果价格行情分布,云南,17.57
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,浙江,7.57
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,陕西,10.49
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,河南,3.04
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,河北,45
柿子,一亩田2020-06-16柿子价格行情分布,陕西,4.48
柿子,一亩田2020-06-16柿子价格行情分布,山东,4.59
蓝莓,一亩田2020-06-16蓝莓价格行情分布,广东,91.66
蓝莓,一亩田2020-06-16蓝莓价格行情分布,云南,43.67
草莓,一亩田2020-06-16草莓价格行情分布,广西,13
草莓,一亩田2020-06-16草莓价格行情分布,浙江,19
草莓,一亩田2020-06-16草莓价格行情分布,安徽,39
桑葚,一亩田2020-06-16桑葚价格行情分布,安徽,24.08
圣女果,一亩田2020-06-16圣女果价格行情分布,宁夏,3.5
圣女果,一亩田2020-06-16圣女果价格行情分布,山西,1.9
无花果,一亩田2020-06-16无花果价格行情分布,河北,10
无花果,一亩田2020-06-16无花果价格行情分布,广东,28.4
灯笼果,一亩田2020-06-16灯笼果价格行情分布,吉林,16.17
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,安徽,23.17
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,吉林,30
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,甘肃,36.8
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,山东,6.5
柿子,一亩田2020-06-16柿子价格行情分布,青海,0.9
蓝莓,一亩田2020-06-16蓝莓价格行情分布,黑龙江,37.1
草莓,一亩田2020-06-16草莓价格行情分布,新疆,30
桑葚,一亩田2020-06-16桑葚价格行情分布,广西,21.26
桑葚,一亩田2020-06-16桑葚价格行情分布,陕西,11.58
圣女果,一亩田2020-06-16圣女果价格行情分布,云南,1.46
圣女果,一亩田2020-06-16圣女果价格行情分布,贵州,2
无花果,一亩田2020-06-16无花果价格行情分布,上海,7.5
灯笼果,一亩田2020-06-16灯笼果价格行情分布,福建,28
灯笼果,一亩田2020-06-16灯笼果价格行情分布,辽宁,16.92
灯笼果,一亩田2020-06-16灯笼果价格行情分布,内蒙古,7
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,辽宁,41.88
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,江西,7.28
柿子,一亩田2020-06-16柿子价格行情分布,辽宁,3.53
柿子,一亩田2020-06-16柿子价格行情分布,云南,3.08
柿子,一亩田2020-06-16柿子价格行情分布,湖南,0.95
蓝莓,一亩田2020-06-16蓝莓价格行情分布,吉林,57.04
蓝莓,一亩田2020-06-16蓝莓价格行情分布,湖北,55.5
蓝莓,一亩田2020-06-16蓝莓价格行情分布,安徽,16.7
蓝莓,一亩田2020-06-16蓝莓价格行情分布,四川,42.61
草莓,一亩田2020-06-16草莓价格行情分布,北京,21
草莓,一亩田2020-06-16草莓价格行情分布,山西,14.04
桑葚,一亩田2020-06-16桑葚价格行情分布,江苏,2.08
桑葚,一亩田2020-06-16桑葚价格行情分布,山东,26.46
桑葚,一亩田2020-06-16桑葚价格行情分布,四川,16.99
桑葚,一亩田2020-06-16桑葚价格行情分布,新疆,30
圣女果,一亩田2020-06-16圣女果价格行情分布,陕西,2.1
圣女果,一亩田2020-06-16圣女果价格行情分布,海南,2.92
圣女果,一亩田2020-06-16圣女果价格行情分布,上海,3.5
圣女果,一亩田2020-06-16圣女果价格行情分布,辽宁,3.27
无花果,一亩田2020-06-16无花果价格行情分布,北京,25.5
无花果,一亩田2020-06-16无花果价格行情分布,海南,9.25
无花果,一亩田2020-06-16无花果价格行情分布,浙江,5.55
无花果,一亩田2020-06-16无花果价格行情分布,河南,16.25
灯笼果,一亩田2020-06-16灯笼果价格行情分布,四川,12.25
灯笼果,一亩田2020-06-16灯笼果价格行情分布,湖北,79.18
灯笼果,一亩田2020-06-16灯笼果价格行情分布,河北,38.7
金心果,一亩田2020-06-16金心果价格行情分布,广东,4.6
木奶果,一亩田2020-06-16木奶果价格行情分布,广西,21.5
葡萄,一亩田2020-06-16葡萄价格行情分布,河北,3.94
葡萄,一亩田2020-06-16葡萄价格行情分布,安徽,8.16
葡萄,一亩田2020-06-16葡萄价格行情分布,湖北,5.63
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,广西,13.33
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,湖南,6.18
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,青海,13.89
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,黑龙江,11.96
牛柑果,一亩田2020-06-16牛柑果价格行情分布,广东,10
牛柑果,一亩田2020-06-16牛柑果价格行情分布,云南,5.17
牛柑果,一亩田2020-06-16牛柑果价格行情分布,广西,2.75
诺丽果,一亩田2020-06-16诺丽果价格行情分布,海南,3.08
柿子,一亩田2020-06-16柿子价格行情分布,湖北,0.9
柿子,一亩田2020-06-16柿子价格行情分布,广东,0.95
蓝莓,一亩田2020-06-16蓝莓价格行情分布,山东,25.36
蓝莓,一亩田2020-06-16蓝莓价格行情分布,重庆,38
蓝莓,一亩田2020-06-16蓝莓价格行情分布,山西,27.5
蓝莓,一亩田2020-06-16蓝莓价格行情分布,浙江,15.81
大果藤黄,一亩田2020-06-16大果藤黄价格行情分布,安徽,14.4
大果藤黄,一亩田2020-06-16大果藤黄价格行情分布,广西,5.5
草莓,一亩田2020-06-16草莓价格行情分布,宁夏,50.17
草莓,一亩田2020-06-16草莓价格行情分布,福建,16.34
人心果,一亩田2020-06-16人心果价格行情分布,四川,2
人心果,一亩田2020-06-16人心果价格行情分布,甘肃,5.66
桑葚,一亩田2020-06-16桑葚价格行情分布,广东,30.5
桑葚,一亩田2020-06-16桑葚价格行情分布,河北,9.11
圣女果,一亩田2020-06-16圣女果价格行情分布,广西,1.41
圣女果,一亩田2020-06-16圣女果价格行情分布,河北,2.67
圣女果,一亩田2020-06-16圣女果价格行情分布,河南,1.56
无花果,一亩田2020-06-16无花果价格行情分布,云南,13.29
无花果,一亩田2020-06-16无花果价格行情分布,湖北,16.5
无花果,一亩田2020-06-16无花果价格行情分布,湖南,12.33
无花果,一亩田2020-06-16无花果价格行情分布,贵州,2
木奶果,一亩田2020-06-16木奶果价格行情分布,云南,30
葡萄,一亩田2020-06-16葡萄价格行情分布,天津,4.37
葡萄,一亩田2020-06-16葡萄价格行情分布,广西,8.4
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,广东,28.22
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,海南,37.63
猕猴桃,一亩田2020-06-16猕猴桃价格行情分布,贵州,8.49
柿子,一亩田2020-06-16柿子价格行情分布,河北,1.48
柿子,一亩田2020-06-16柿子价格行情分布,贵州,0.95
柿子,一亩田2020-06-16柿子价格行情分布,海南,0.95
柿子,一亩田2020-06-16柿子价格行情分布,北京,0.75
蓝莓,一亩田2020-06-16蓝莓价格行情分布,辽宁,33.86
蓝莓,一亩田2020-06-16蓝莓价格行情分布,贵州,33.58
蓝莓,一亩田2020-06-16蓝莓价格行情分布,北京,36.62
草莓,一亩田2020-06-16草莓价格行情分布,河南,7.29
草莓,一亩田2020-06-16草莓价格行情分布,陕西,5.17
草莓,一亩田2020-06-16草莓价格行情分布,四川,34.63
草莓,一亩田2020-06-16草莓价格行情分布,天津,13.5
桑葚,一亩田2020-06-16桑葚价格行情分布,福建,1.1
桑葚,一亩田2020-06-16桑葚价格行情分布,云南,20.75
桑葚,一亩田2020-06-16桑葚价格行情分布,青海,25.23
圣女果,一亩田2020-06-16圣女果价格行情分布,青海,6
圣女果,一亩田2020-06-16圣女果价格行情分布,浙江,4.5
无花果,一亩田2020-06-16无花果价格行情分布,山东,13.1
无花果,一亩田2020-06-16无花果价格行情分布,新疆,25.87
葡萄,一亩田2020-06-16葡萄价格行情分布,江苏,7.13
葡萄,一亩田2020-06-16葡萄价格行情分布,甘肃,2.84
葡萄,一亩田2020-06-16葡萄价格行情分布,吉林,12.75
葡萄,一亩田2020-06-16葡萄价格行情分布,黑龙江,8.5
柿子,一亩田2020-06-16柿子价格行情分布,四川,1.7
柿子,一亩田2020-06-16柿子价格行情分布,上海,0.95
柿子,一亩田2020-06-16柿子价格行情分布,天津,0.87
蓝莓,一亩田2020-06-16蓝莓价格行情分布,湖南,14
蓝莓,一亩田2020-06-16蓝莓价格行情分布,河南,22
草莓,一亩田2020-06-16草莓价格行情分布,广东,11.46
草莓,一亩田2020-06-16草莓价格行情分布,河北,4.49
草莓,一亩田2020-06-16草莓价格行情分布,湖北,1.5
圣女果,一亩田2020-06-16圣女果价格行情分布,四川,7.13
圣女果,一亩田2020-06-16圣女果价格行情分布,广东,13.91
圣女果,一亩田2020-06-16圣女果价格行情分布,山东,3.56
圣女果,一亩田2020-06-16圣女果价格行情分布,北京,1.27
葡萄,一亩田2020-06-16葡萄价格行情分布,山西,4.01
葡萄,一亩田2020-06-16葡萄价格行情分布,上海,7.73
葡萄,一亩田2020-06-16葡萄价格行情分布,重庆,6.83
葡萄,一亩田2020-06-16葡萄价格行情分布,北京,12.75
柿子,一亩田2020-06-16柿子价格行情分布,宁夏,1.67
柿子,一亩田2020-06-16柿子价格行情分布,重庆,2.84
柿子,一亩田2020-06-16柿子价格行情分布,西藏,0.9
柿子,一亩田2020-06-16柿子价格行情分布,内蒙古,0.9
蓝莓,一亩田2020-06-16蓝莓价格行情分布,河北,15
草莓,一亩田2020-06-16草莓价格行情分布,湖南,9.75
草莓,一亩田2020-06-16草莓价格行情分布,山东,9.95
圣女果,一亩田2020-06-16圣女果价格行情分布,江苏,4.8
圣女果,一亩田2020-06-16圣女果价格行情分布,福建,2.25
葡萄,一亩田2020-06-16葡萄价格行情分布,福建,4.15
葡萄,一亩田2020-06-16葡萄价格行情分布,辽宁,5
葡萄,一亩田2020-06-16葡萄价格行情分布,新疆,21.56
柿子,一亩田2020-06-16柿子价格行情分布,山西,1.66
柿子,一亩田2020-06-16柿子价格行情分布,黑龙江,0.9
柿子,一亩田2020-06-16柿子价格行情分布,甘肃,0.9
草莓,一亩田2020-06-16草莓价格行情分布,辽宁,19.65
草莓,一亩田2020-06-16草莓价格行情分布,江苏,13.61
草莓,一亩田2020-06-16草莓价格行情分布,重庆,15.83
草莓,一亩田2020-06-16草莓价格行情分布,云南,11.78
葡萄,一亩田2020-06-16葡萄价格行情分布,贵州,5.96
葡萄,一亩田2020-06-16葡萄价格行情分布,江西,5.56
葡萄,一亩田2020-06-16葡萄价格行情分布,浙江,7.63
葡萄,一亩田2020-06-16葡萄价格行情分布,山东,5.35
柿子,一亩田2020-06-16柿子价格行情分布,浙江,0.9
柿子,一亩田2020-06-16柿子价格行情分布,广西,4.73
柿子,一亩田2020-06-16柿子价格行情分布,安徽,1.4
葡萄,一亩田2020-06-16葡萄价格行情分布,陕西,4.79
葡萄,一亩田2020-06-16葡萄价格行情分布,广东,18
葡萄,一亩田2020-06-16葡萄价格行情分布,河南,5.53
柿子,一亩田2020-06-16柿子价格行情分布,河南,1.85
柿子,一亩田2020-06-16柿子价格行情分布,福建,0.9
葡萄,一亩田2020-06-16葡萄价格行情分布,湖南,8
葡萄,一亩田2020-06-16葡萄价格行情分布,宁夏,8.5
葡萄,一亩田2020-06-16葡萄价格行情分布,云南,10.5
柿子,一亩田2020-06-16柿子价格行情分布,新疆,8.94
柿子,一亩田2020-06-16柿子价格行情分布,吉林,0.73
柿子,一亩田2020-06-16柿子价格行情分布,江西,8.78
葡萄,一亩田2020-06-16葡萄价格行情分布,四川,9.03
嘉宝果,一亩田2020-06-16嘉宝果价格行情分布,广东,68.33
嘉宝果,一亩田2020-06-16嘉宝果价格行情分布,内蒙古,60
嘉宝果,一亩田2020-06-16嘉宝果价格行情分布,福建,22.58
释迦,一亩田2020-06-16释迦价格行情分布,海南,25
释迦,一亩田2020-06-16释迦价格行情分布,云南,14.8
释迦,一亩田2020-06-16释迦价格行情分布,广东,25
释迦,一亩田2020-06-16释迦价格行情分布,广西,23.93
杨桃,一亩田2020-06-16杨桃价格行情分布,广东,6.91
杨桃,一亩田2020-06-16杨桃价格行情分布,云南,2.25
杨桃,一亩田2020-06-16杨桃价格行情分布,广西,1.82
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,内蒙古,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,陕西,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,辽宁,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,吉林,5
橄榄,一亩田2020-06-16橄榄价格行情分布,河北,6.26
橄榄,一亩田2020-06-16橄榄价格行情分布,广东,6.51
橄榄,一亩田2020-06-16橄榄价格行情分布,云南,12
橄榄,一亩田2020-06-16橄榄价格行情分布,安徽,17
莲雾,一亩田2020-06-16莲雾价格行情分布,广西,12
莲雾,一亩田2020-06-16莲雾价格行情分布,海南,16.45
莲雾,一亩田2020-06-16莲雾价格行情分布,云南,14.89
毛丹,一亩田2020-06-16毛丹价格行情分布,广西,32.5
毛丹,一亩田2020-06-16毛丹价格行情分布,云南,7.5
毛丹,一亩田2020-06-16毛丹价格行情分布,海南,12.59
毛丹,一亩田2020-06-16毛丹价格行情分布,湖南,3.5
牛油果,一亩田2020-06-16牛油果价格行情分布,广西,8
牛油果,一亩田2020-06-16牛油果价格行情分布,云南,14.78
杨桃,一亩田2020-06-16杨桃价格行情分布,山东,6
杨桃,一亩田2020-06-16杨桃价格行情分布,福建,7.89
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,黑龙江,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,江苏,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,浙江,5
橄榄,一亩田2020-06-16橄榄价格行情分布,广西,3.59
橄榄,一亩田2020-06-16橄榄价格行情分布,内蒙古,0.65
橄榄,一亩田2020-06-16橄榄价格行情分布,四川,6.5
莲雾,一亩田2020-06-16莲雾价格行情分布,广东,18.67
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,安徽,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,福建,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,江西,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,山东,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,河南,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,广东,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,四川,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,贵州,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,云南,15
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,广西,23.6
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,西藏,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,海南,23.46
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,北京,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,天津,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,上海,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,甘肃,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,重庆,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,青海,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,河北,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,新疆,5
尖蜜拉,一亩田2020-06-16尖蜜拉价格行情分布,山西,5
番石榴,一亩田2020-06-16番石榴价格行情分布,海南,4
番石榴,一亩田2020-06-16番石榴价格行情分布,江西,5
番石榴,一亩田2020-06-16番石榴价格行情分布,云南,4
番石榴,一亩田2020-06-16番石榴价格行情分布,广东,1.9
番石榴,一亩田2020-06-16番石榴价格行情分布,江苏,5
枇杷,一亩田2020-06-16枇杷价格行情分布,广东,13.05
枇杷,一亩田2020-06-16枇杷价格行情分布,安徽,1
枇杷,一亩田2020-06-16枇杷价格行情分布,云南,16.56
甘蔗,一亩田2020-06-16甘蔗价格行情分布,安徽,2.7
甘蔗,一亩田2020-06-16甘蔗价格行情分布,海南,1.41
甘蔗,一亩田2020-06-16甘蔗价格行情分布,广西,0.6
甘蔗,一亩田2020-06-16甘蔗价格行情分布,浙江,3.5
凤梨,一亩田2020-06-16凤梨价格行情分布,河南,1
凤梨,一亩田2020-06-16凤梨价格行情分布,海南,1.52
凤梨,一亩田2020-06-16凤梨价格行情分布,福建,20
山竹,一亩田2020-06-16山竹价格行情分布,山东,10
山竹,一亩田2020-06-16山竹价格行情分布,广东,9.65
山竹,一亩田2020-06-16山竹价格行情分布,上海,14.5
龙眼,一亩田2020-06-16龙眼价格行情分布,四川,6.85
龙眼,一亩田2020-06-16龙眼价格行情分布,广西,14.12
龙眼,一亩田2020-06-16龙眼价格行情分布,江苏,7.5
龙眼,一亩田2020-06-16龙眼价格行情分布,陕西,30.34
木瓜,一亩田2020-06-16木瓜价格行情分布,北京,1
木瓜,一亩田2020-06-16木瓜价格行情分布,浙江,1.11
木瓜,一亩田2020-06-16木瓜价格行情分布,上海,1
木瓜,一亩田2020-06-16木瓜价格行情分布,重庆,1
菠萝,一亩田2020-06-16菠萝价格行情分布,安徽,55
菠萝,一亩田2020-06-16菠萝价格行情分布,山西,2
菠萝,一亩田2020-06-16菠萝价格行情分布,福建,99
菠萝,一亩田2020-06-16菠萝价格行情分布,浙江,1
番石榴,一亩田2020-06-16番石榴价格行情分布,广西,2.86
番石榴,一亩田2020-06-16番石榴价格行情分布,福建,4.22
番石榴,一亩田2020-06-16番石榴价格行情分布,安徽,15
枇杷,一亩田2020-06-16枇杷价格行情分布,山东,17
枇杷,一亩田2020-06-16枇杷价格行情分布,四川,11.16
枇杷,一亩田2020-06-16枇杷价格行情分布,湖北,20.25
甘蔗,一亩田2020-06-16甘蔗价格行情分布,云南,1.2
甘蔗,一亩田2020-06-16甘蔗价格行情分布,广东,1.61
凤梨,一亩田2020-06-16凤梨价格行情分布,重庆,10.93
凤梨,一亩田2020-06-16凤梨价格行情分布,四川,1.8
凤梨,一亩田2020-06-16凤梨价格行情分布,广东,16.81
凤梨,一亩田2020-06-16凤梨价格行情分布,云南,6.66
山竹,一亩田2020-06-16山竹价格行情分布,广西,22.71
山竹,一亩田2020-06-16山竹价格行情分布,云南,9.75
龙眼,一亩田2020-06-16龙眼价格行情分布,福建,2.3
龙眼,一亩田2020-06-16龙眼价格行情分布,广东,7.83
木瓜,一亩田2020-06-16木瓜价格行情分布,广东,1.26
木瓜,一亩田2020-06-16木瓜价格行情分布,西藏,1
木瓜,一亩田2020-06-16木瓜价格行情分布,青海,1
木瓜,一亩田2020-06-16木瓜价格行情分布,陕西,3.73
菠萝,一亩田2020-06-16菠萝价格行情分布,广西,2.13
菠萝,一亩田2020-06-16菠萝价格行情分布,吉林,1.3
菠萝,一亩田2020-06-16菠萝价格行情分布,河北,1.19
菠萝,一亩田2020-06-16菠萝价格行情分布,云南,2.3
枇杷,一亩田2020-06-16枇杷价格行情分布,河南,50
枇杷,一亩田2020-06-16枇杷价格行情分布,重庆,8.66
甘蔗,一亩田2020-06-16甘蔗价格行情分布,河南,15.72
甘蔗,一亩田2020-06-16甘蔗价格行情分布,贵州,0.53
甘蔗,一亩田2020-06-16甘蔗价格行情分布,四川,0.93
凤梨,一亩田2020-06-16凤梨价格行情分布,广西,3.65
